"","CCAA","SEXO","EDAD","P1","P2","P3","P4","P5","P6","P7","ECOESP","ECOPER","CONFIANZAPTE","CONFIANZAOPOSIC"
"445",1,2,26,2,1,3,1,1,2,1,4,4,3,4
"446",1,1,78,1,1,2,1,1,1,0,4,2,3,1
"447",1,1,65,2,2,2,8,1,1,0,4,1,4,3
"448",1,2,29,4,1,3,1,1,2,2,4,2,9,9
"449",1,1,66,2,1,3,1,1,1,0,2,2,4,4
"450",1,1,41,2,2,2,1,1,2,2,5,2,4,3
"451",1,2,44,4,2,3,1,2,2,2,4,2,4,3
"452",1,2,62,1,3,3,8,1,1,0,2,2,2,4
"453",1,2,46,2,3,2,2,1,1,0,5,3,4,2
"454",1,2,66,2,3,3,2,1,2,1,4,4,4,4
"455",1,1,47,3,3,2,1,1,1,0,1,2,2,3
"456",1,2,38,2,3,1,2,1,2,1,2,3,4,2
"457",1,1,64,1,3,2,8,1,2,2,4,3,3,3
"458",1,1,20,2,2,2,1,1,2,1,4,2,3,3
"459",1,1,30,2,2,2,1,1,2,2,2,2,2,4
"460",1,1,28,2,3,3,2,1,2,2,4,2,4,3
"461",1,2,56,1,1,1,1,1,1,0,4,4,2,4
"462",1,1,56,2,1,1,1,1,1,0,2,2,3,4
"463",1,2,58,1,1,2,1,1,1,0,5,2,1,2
"464",1,1,66,1,1,1,8,1,1,0,2,3,3,3
"465",1,2,59,3,1,3,1,1,2,1,2,2,3,3
"466",1,1,51,2,3,1,2,1,1,0,5,5,4,3
"467",1,2,54,1,1,1,1,1,1,0,4,2,3,4
"468",1,1,33,4,2,3,1,2,2,2,4,2,4,4
"469",1,2,69,2,3,3,1,1,1,0,4,4,4,4
"470",1,1,38,4,1,3,1,2,8,8,2,4,4,4
"471",1,1,70,1,2,1,2,1,1,0,5,3,4,2
"472",1,1,34,3,3,3,8,1,8,8,2,1,4,4
"473",1,1,44,2,3,1,1,1,2,2,2,3,3,3
"474",1,2,71,5,2,8,8,1,2,1,4,2,8,4
"475",1,1,36,1,2,3,1,1,2,1,4,2,2,2
"476",1,1,61,4,1,1,1,1,1,0,2,4,2,4
"477",1,1,36,2,3,1,1,1,1,0,4,2,4,3
"478",1,1,52,4,2,2,1,1,1,0,4,1,4,3
"479",1,2,43,1,1,1,2,1,3,1,4,2,3,4
"480",1,1,59,1,2,3,1,1,8,8,4,4,3,4
"481",1,2,46,2,1,1,3,1,1,0,5,5,4,4
"482",1,1,64,1,1,1,2,1,1,0,4,2,4,3
"483",1,1,55,1,1,1,3,1,2,1,2,2,2,4
"484",1,1,59,2,1,1,1,1,1,0,4,3,3,4
"485",1,2,54,1,1,1,8,1,2,1,4,2,2,4
"486",1,2,44,1,2,3,1,1,1,0,4,2,3,3
"487",1,2,48,1,1,1,2,1,1,0,4,4,3,3
"488",1,1,67,1,1,1,1,1,1,0,5,3,3,4
"489",1,1,58,1,1,3,3,1,2,2,4,2,4,2
"490",1,2,61,1,2,1,1,1,1,0,4,4,1,3
"491",1,2,29,2,1,2,2,1,2,2,4,2,2,3
"492",1,1,69,1,3,1,1,1,1,0,4,2,1,3
"493",1,2,41,2,1,1,2,1,1,0,5,2,3,4
"494",1,1,35,1,1,3,1,1,2,2,4,1,3,4
"495",1,1,44,1,1,1,3,1,2,1,2,4,3,4
"496",1,1,77,2,1,1,3,1,1,0,5,4,3,3
"497",1,1,20,5,2,1,1,1,1,0,5,2,3,3
"498",1,2,45,2,3,3,1,1,2,1,4,3,3,3
"499",1,2,67,1,1,1,1,1,1,0,2,2,2,4
"500",1,2,18,4,3,3,1,1,2,2,4,3,3,4
"501",1,1,47,1,3,1,2,1,1,0,4,4,3,4
"502",1,1,26,2,1,3,1,1,1,0,4,2,2,3
"503",1,2,57,3,3,2,1,1,1,0,5,4,4,3
"504",1,1,44,1,1,1,3,1,1,0,3,2,4,2
"505",1,2,40,2,3,1,2,1,2,8,4,2,2,3
"506",1,2,23,1,1,1,1,1,1,0,2,2,2,4
"507",1,2,38,2,1,1,2,1,1,0,5,2,3,4
"508",1,2,50,2,1,2,1,1,2,1,4,2,3,3
"509",1,2,39,2,1,1,2,1,9,9,2,2,3,3
"510",1,2,25,2,2,2,2,1,2,2,4,4,3,4
"511",1,2,57,1,2,1,2,1,8,9,2,2,4,4
"512",1,1,47,2,2,3,1,1,2,1,5,4,3,3
"513",1,1,23,1,2,1,1,1,1,0,2,5,3,3
"514",1,1,60,1,3,1,8,1,1,0,5,4,4,2
"515",1,2,23,4,2,1,1,1,2,2,5,5,4,4
"516",1,2,24,1,3,1,3,1,1,0,4,4,4,4
"517",1,1,53,1,1,3,1,1,1,0,2,2,2,3
"518",1,1,77,2,1,1,8,1,1,0,5,2,4,4
"519",1,2,49,2,2,2,1,1,2,1,4,4,4,3
"520",1,1,40,2,2,2,1,1,2,1,2,2,3,3
"521",1,2,71,2,3,3,8,1,2,1,5,5,4,4
"522",1,2,64,2,1,1,2,1,1,0,4,5,2,4
"523",1,2,56,1,3,1,2,1,2,1,5,2,4,3
"524",1,1,78,1,3,3,3,1,1,0,2,3,4,2
"525",1,2,47,2,3,2,2,2,2,2,5,2,4,4
"526",1,1,57,1,1,1,1,1,1,0,3,3,3,4
"527",1,2,44,1,2,2,1,1,1,0,2,2,3,3
"528",1,2,38,3,2,1,1,1,2,1,4,2,3,2
"529",1,1,38,2,1,3,1,1,2,8,2,1,2,3
"530",1,1,46,2,3,1,1,1,1,0,4,2,4,3
"531",1,2,57,2,3,1,2,1,1,0,5,4,4,2
"532",1,2,48,1,3,1,2,1,2,1,4,2,9,9
"533",1,2,41,2,1,3,2,1,2,2,4,2,3,3
"534",1,2,50,1,3,2,1,1,1,0,4,2,4,4
"535",1,2,50,1,1,2,1,1,2,2,5,5,4,4
"536",1,2,63,1,3,1,1,1,1,0,4,2,4,3
"537",1,1,45,2,2,3,3,2,2,2,2,2,2,3
"538",1,1,28,1,1,2,1,1,2,1,4,2,3,4
"539",1,2,66,2,1,3,2,1,1,0,4,4,3,2
"540",1,1,78,4,2,1,2,1,1,0,2,2,2,4
"541",1,1,73,1,3,1,8,1,1,0,3,4,9,4
"542",1,1,35,3,3,3,1,1,2,2,4,3,3,4
"543",1,1,40,4,2,2,1,1,2,2,5,2,4,4
"544",1,1,66,4,1,3,1,1,1,0,3,2,2,1
"545",1,1,66,5,4,3,1,1,9,1,4,3,4,4
"546",1,1,63,4,3,8,8,1,2,2,5,4,4,4
"547",1,2,73,1,3,8,2,1,1,0,5,2,2,4
"548",1,1,35,2,2,3,1,1,1,0,4,2,3,3
"549",1,2,37,1,1,1,1,1,1,0,4,5,4,4
"550",1,1,44,4,2,2,1,1,1,0,4,5,4,4
"551",1,2,47,2,1,8,1,1,8,1,2,2,2,4
"552",1,2,66,2,3,8,1,1,2,2,4,4,4,2
"553",1,2,29,4,1,1,1,1,1,0,4,4,4,3
"554",1,2,44,1,3,1,8,1,2,8,5,2,3,3
"555",1,1,61,1,2,3,1,1,1,0,4,2,4,3
"556",1,2,37,1,1,1,8,1,8,1,5,2,4,4
"557",1,1,49,2,2,2,1,1,2,2,2,2,4,3
"558",1,1,34,4,2,3,1,1,2,2,4,4,4,3
"559",1,1,74,2,3,1,8,1,2,2,4,2,3,3
"560",1,2,21,1,2,3,1,1,2,2,5,2,4,4
"561",1,2,34,1,2,3,1,1,1,0,4,1,4,2
"562",1,1,41,4,3,1,1,1,2,1,3,2,3,3
"563",1,2,40,1,1,3,8,1,2,2,4,2,3,4
"564",1,1,79,2,3,3,1,1,2,1,5,3,4,3
"565",1,1,33,1,2,3,2,1,1,0,5,2,4,2
"566",1,2,41,1,2,3,2,1,1,0,4,1,2,4
"567",1,2,38,1,2,2,1,1,8,2,4,2,4,3
"568",1,2,38,2,3,1,1,1,1,0,4,2,2,3
"569",1,1,62,2,3,2,1,1,2,1,2,2,2,4
"570",1,1,24,2,1,1,1,1,1,0,2,2,3,4
"571",1,1,50,1,1,1,1,1,1,0,4,2,4,3
"572",1,2,21,2,2,1,1,1,2,2,3,3,3,4
"573",1,2,22,1,2,3,1,1,1,0,2,2,2,4
"574",1,2,55,2,2,3,1,1,2,2,5,2,4,4
"575",1,1,37,1,2,2,8,1,1,0,4,4,4,4
"576",1,1,46,1,1,9,9,2,2,2,4,4,4,4
"577",1,2,80,1,1,1,8,1,8,1,4,2,3,4
"578",1,2,60,2,3,1,2,1,1,0,4,4,4,4
"579",1,2,60,1,2,1,2,1,1,0,5,5,4,2
"580",1,2,42,1,3,2,2,1,1,0,4,2,4,4
"581",1,1,56,1,2,1,3,1,2,1,4,2,3,4
"582",1,1,53,2,3,1,1,1,1,0,4,2,3,3
"583",1,2,29,1,1,1,1,1,2,2,4,2,3,3
"584",1,2,39,1,2,2,3,1,2,2,5,5,3,4
"585",1,1,44,1,3,8,8,1,2,2,5,4,4,3
"586",1,1,49,2,1,3,1,1,1,0,2,2,3,4
"587",1,1,70,1,3,2,2,1,2,2,3,3,2,2
"588",1,1,48,5,2,2,1,1,1,0,4,2,4,4
"589",1,2,59,1,2,1,2,1,2,8,5,4,4,4
"590",1,2,46,1,1,1,8,1,1,0,4,4,2,4
"591",1,1,47,1,1,1,2,1,1,0,4,5,4,4
"592",1,1,39,2,1,2,1,1,1,0,2,1,4,3
"593",1,1,28,4,1,2,1,1,2,2,5,1,4,4
"594",1,2,44,1,2,3,1,1,1,0,5,2,4,3
"595",1,1,52,1,2,2,1,1,2,2,5,5,4,4
"596",1,1,88,1,3,8,8,1,8,8,4,9,4,4
"597",1,1,55,2,3,1,8,1,1,0,4,2,2,3
"598",1,1,72,1,1,2,3,1,8,1,2,3,3,4
"599",1,2,79,1,3,1,1,1,1,0,4,3,4,4
"600",1,1,28,2,2,3,1,1,2,1,5,3,4,4
"601",1,2,30,1,1,2,1,1,1,0,4,2,4,4
"602",1,1,48,2,1,2,1,1,1,0,2,1,2,4
"603",1,2,78,2,1,1,8,1,1,0,4,2,4,4
"604",1,1,44,1,1,2,1,1,9,2,4,2,3,3
"605",1,2,77,2,3,9,9,1,8,9,5,5,4,3
"606",1,2,38,2,3,3,1,1,2,1,5,5,3,3
"607",1,2,68,2,3,1,3,1,2,1,4,2,3,2
"608",1,2,67,2,1,1,2,1,1,0,5,2,1,4
"609",1,2,42,1,2,2,1,1,1,0,4,4,3,3
"610",1,2,21,4,2,3,1,1,2,2,4,2,3,3
"611",1,1,33,1,2,3,8,2,2,2,5,4,4,4
"612",1,1,32,2,3,3,1,1,2,1,4,2,2,2
"613",1,1,21,2,2,3,1,1,2,1,4,1,4,3
"614",1,2,41,1,1,1,2,1,1,0,4,4,2,3
"615",1,1,43,3,2,3,1,1,1,0,2,1,4,3
"616",1,2,44,2,1,1,3,1,2,1,4,2,2,4
"617",1,1,63,5,4,3,3,2,2,2,5,1,4,4
"618",1,2,41,2,3,1,2,1,2,2,4,4,4,2
"619",1,2,19,2,3,1,2,1,2,1,4,2,4,4
"620",1,2,85,1,1,9,1,1,1,0,3,3,1,1
"621",1,1,30,1,2,2,1,1,1,0,5,2,4,3
"622",1,2,21,4,2,1,3,1,2,2,4,4,3,1
"623",2,1,78,2,1,1,8,1,1,0,3,2,3,4
"624",2,1,51,2,3,2,1,1,1,0,3,3,3,4
"625",2,1,42,1,2,1,3,1,2,1,5,2,4,4
"626",2,2,62,2,2,8,1,1,1,0,5,5,4,1
"627",2,1,45,2,1,2,1,1,8,8,4,2,3,3
"628",2,2,25,2,2,1,1,1,2,1,4,3,3,3
"629",2,2,40,2,3,1,1,1,1,0,4,2,3,3
"630",2,2,46,2,1,1,1,1,1,0,5,2,4,3
"631",2,2,49,2,2,3,1,1,2,1,5,1,4,4
"632",2,2,65,2,3,2,1,1,1,0,2,2,3,4
"633",2,1,43,2,1,1,1,1,1,0,2,2,2,4
"634",2,1,78,1,1,1,1,1,1,0,2,2,4,2
"635",2,2,51,2,1,1,3,1,1,0,4,2,4,4
"636",2,2,41,1,1,3,1,1,1,0,2,2,3,3
"637",2,2,57,1,1,2,2,1,1,0,4,2,3,3
"638",2,2,25,1,1,2,1,1,2,2,4,2,2,4
"639",2,1,59,2,2,3,1,2,2,2,5,2,4,3
"640",2,2,22,4,1,2,1,1,1,0,2,4,2,4
"641",2,1,66,2,2,2,1,1,2,2,4,2,4,3
"642",2,1,75,1,3,1,2,1,1,0,4,4,4,3
"643",2,1,41,2,1,3,1,1,2,2,4,3,3,3
"644",2,1,68,2,3,3,1,1,1,0,2,1,2,4
"645",2,1,57,2,1,1,2,1,2,1,4,2,4,3
"646",2,2,73,2,3,8,2,1,2,2,3,2,9,9
"647",2,2,73,2,3,3,1,1,9,1,4,4,8,9
"648",2,1,63,2,3,1,8,1,1,0,3,4,2,4
"649",2,1,55,4,3,2,1,1,2,1,2,2,3,4
"650",2,1,20,2,2,3,1,1,2,1,4,2,2,3
"651",2,2,86,2,3,3,3,1,2,1,3,3,4,8
"652",2,2,57,2,3,8,2,1,2,2,5,5,9,9
"653",2,2,55,2,1,1,3,1,1,0,3,3,4,2
"654",2,1,41,2,1,1,2,1,1,0,4,2,3,3
"655",2,1,28,2,1,2,1,1,1,0,2,2,2,3
"656",2,2,76,1,3,3,1,1,1,0,3,4,2,9
"657",2,1,40,1,1,1,1,1,1,0,4,2,4,4
"658",2,1,52,4,2,2,1,1,1,0,4,2,2,4
"659",2,1,49,2,3,3,1,1,1,0,2,2,2,3
"660",2,2,78,1,1,8,2,1,1,0,2,2,2,4
"661",2,2,52,1,1,1,3,1,2,1,5,2,4,4
"662",2,2,47,1,3,2,1,1,8,2,4,2,2,4
"663",2,2,21,1,1,1,1,1,1,0,4,1,3,4
"664",2,2,79,1,3,2,3,1,2,1,3,3,3,8
"665",2,1,56,2,1,2,1,1,2,1,3,3,2,4
"666",2,2,41,2,1,1,1,1,2,1,2,2,2,3
"667",2,2,62,2,3,2,1,1,2,1,2,2,2,4
"668",2,2,61,2,1,1,1,1,1,0,4,2,2,4
"669",2,1,28,2,2,3,2,1,2,2,4,2,4,4
"670",2,2,58,1,1,1,2,1,2,1,4,2,2,4
"671",2,2,46,2,2,8,1,1,2,2,4,3,4,4
"672",2,2,80,1,1,8,8,1,1,0,4,3,1,3
"673",2,1,68,4,2,3,1,1,2,1,4,4,4,3
"674",2,1,47,1,3,8,1,1,2,1,4,2,4,4
"675",2,2,41,2,1,1,2,1,2,2,4,4,4,4
"676",2,1,23,1,2,3,1,1,1,0,4,2,4,3
"677",2,2,67,1,1,2,2,1,2,2,4,1,4,3
"678",2,1,18,2,2,1,1,1,2,1,3,4,2,2
"679",2,2,24,1,1,1,1,1,1,0,4,2,3,4
"680",2,2,71,1,3,3,3,1,2,1,5,5,4,4
"681",2,2,89,2,3,2,8,1,1,0,4,9,4,2
"682",2,1,61,2,3,1,1,1,1,0,2,1,1,4
"683",2,1,61,2,1,2,1,1,1,0,3,2,2,3
"684",2,1,39,1,1,1,1,1,1,0,2,2,2,4
"685",2,2,47,1,2,1,1,1,1,0,4,2,4,3
"686",2,1,62,2,1,2,1,1,1,0,2,2,3,4
"687",2,1,52,2,1,2,3,2,3,1,5,3,2,4
"688",2,2,35,2,1,2,1,1,8,1,2,2,2,4
"689",2,2,79,1,3,1,2,1,1,0,4,2,3,3
"690",2,2,46,2,2,2,1,1,1,0,4,2,3,4
"691",2,2,72,2,3,8,3,1,8,1,5,2,4,3
"692",2,1,22,2,1,3,1,1,3,1,4,2,3,4
"693",2,1,78,1,3,3,1,1,1,0,4,3,4,3
"694",2,1,29,3,2,8,1,1,2,8,4,4,3,3
"695",2,1,66,2,3,2,2,1,1,0,2,2,3,3
"696",2,1,51,1,1,1,1,1,1,0,2,2,2,4
"697",2,2,66,2,1,1,1,1,1,0,2,2,1,4
"698",2,1,71,2,3,1,1,1,1,0,3,4,2,4
"699",2,1,26,2,2,3,1,1,2,2,4,2,3,3
"700",2,2,60,2,3,1,1,1,1,0,4,2,2,4
"701",2,1,71,2,1,1,3,1,1,0,3,2,3,4
"702",2,1,79,1,1,1,2,1,1,0,5,2,4,3
"703",2,1,39,1,2,1,1,1,1,0,2,2,3,3
"704",2,2,36,2,1,1,1,1,2,2,4,2,4,4
"705",2,2,55,1,1,1,2,1,1,0,5,4,4,4
"706",2,1,47,2,2,2,2,1,2,1,4,2,4,4
"707",2,1,37,2,3,3,1,1,1,0,4,2,3,4
"708",2,2,48,4,2,3,1,1,2,2,4,2,4,4
"709",2,2,24,2,1,3,1,1,2,2,4,4,2,3
"710",2,1,62,1,1,1,8,1,2,1,2,2,3,3
"711",2,2,79,2,3,8,8,1,2,1,2,2,2,4
"712",2,1,65,1,3,1,1,1,2,1,4,2,4,3
"713",2,2,49,1,1,1,8,1,1,0,4,2,4,2
"714",2,2,80,2,1,8,1,1,2,1,4,8,8,3
"715",2,1,52,2,1,1,3,1,1,0,5,4,4,4
"716",2,1,46,2,1,9,2,1,2,1,4,2,4,3
"717",2,2,25,1,2,3,1,1,2,2,4,2,3,3
"718",3,2,50,1,2,2,1,1,2,1,2,2,3,3
"719",3,1,68,2,1,1,1,1,1,0,2,1,2,4
"720",3,2,80,1,3,1,8,1,8,1,3,4,3,3
"721",3,2,59,2,3,9,1,1,2,1,5,2,4,4
"722",3,2,46,1,1,1,2,1,1,0,5,2,4,3
"723",3,2,50,2,2,3,2,1,1,0,5,2,4,3
"724",3,1,48,1,2,3,1,1,2,2,4,2,4,3
"725",3,2,85,1,1,1,8,1,1,0,5,5,9,4
"726",3,2,64,1,1,1,2,1,1,0,4,2,2,4
"727",3,2,79,1,1,8,1,1,1,0,3,3,8,9
"728",3,2,41,1,3,1,1,1,1,0,4,2,3,4
"729",3,2,36,2,1,1,1,1,1,0,4,2,4,3
"730",3,2,61,1,3,1,2,1,1,0,4,4,3,3
"731",3,1,66,1,1,3,1,1,1,0,4,2,2,4
"732",3,2,35,1,1,1,1,1,2,1,2,2,2,4
"733",3,1,62,2,3,2,1,1,2,1,4,2,4,4
"734",3,2,46,1,1,2,2,1,2,1,2,2,2,3
"735",3,2,43,1,3,2,1,1,1,0,3,3,3,4
"736",3,1,46,2,3,3,1,1,1,0,4,2,1,3
"737",3,1,52,2,1,2,2,1,2,2,2,2,2,3
"738",3,2,79,1,1,1,1,1,1,0,2,2,1,2
"739",3,2,82,2,2,2,1,1,1,0,8,2,2,3
"740",3,2,38,2,2,1,1,1,2,1,4,4,4,4
"741",3,2,38,3,1,3,1,2,2,2,4,4,4,8
"742",3,1,63,1,1,1,3,1,1,0,4,4,4,1
"743",3,1,52,2,2,1,1,1,1,0,2,2,4,3
"744",3,1,65,2,2,2,1,1,1,0,4,4,3,2
"745",3,2,38,2,2,1,3,1,1,0,5,2,4,4
"746",3,1,85,2,1,1,3,1,1,0,4,2,4,2
"747",3,1,76,2,1,8,3,1,2,1,4,2,4,4
"748",3,2,51,2,1,2,1,1,8,1,3,2,2,3
"749",3,2,25,1,1,2,1,1,1,0,3,2,4,4
"750",3,1,37,2,2,1,2,1,1,0,5,4,4,4
"751",3,1,19,2,2,2,1,1,8,1,4,2,3,3
"752",3,2,56,2,1,3,1,1,2,2,4,4,3,4
"753",3,2,63,1,1,1,3,1,1,0,3,2,3,4
"754",3,2,69,2,1,3,1,1,2,2,2,2,2,4
"755",3,1,60,1,1,2,1,1,1,0,2,2,1,4
"756",3,2,75,2,1,1,1,1,3,1,4,2,3,8
"757",3,1,67,2,3,2,1,1,2,1,4,4,3,3
"758",3,1,18,5,2,2,3,1,1,0,5,2,3,3
"759",3,1,64,2,1,2,1,1,2,2,2,2,3,4
"760",3,2,73,2,1,1,2,1,1,0,4,2,2,2
"761",3,2,55,2,2,3,1,1,1,0,4,2,3,3
"762",3,1,70,4,2,3,1,1,2,2,4,4,3,3
"763",3,2,65,2,3,1,3,1,1,0,5,2,4,3
"764",3,1,39,2,3,8,8,1,2,2,5,2,3,3
"765",3,1,41,1,3,1,1,1,1,0,2,2,2,3
"766",3,2,75,2,1,1,1,1,1,0,2,2,2,4
"767",3,1,71,1,3,1,1,1,1,0,2,1,3,3
"768",3,2,51,1,2,3,1,2,2,2,5,2,4,4
"769",3,2,65,1,2,1,3,1,1,0,5,5,3,4
"770",3,2,55,2,3,3,1,1,1,0,2,2,2,4
"771",3,2,68,2,1,1,1,1,1,0,3,2,3,4
"772",3,2,54,1,1,2,1,1,2,1,2,2,2,3
"773",3,1,48,1,3,1,1,1,1,0,4,2,4,3
"774",3,1,58,1,1,8,8,1,1,0,4,3,3,3
"775",3,2,69,2,3,1,1,1,1,0,3,3,4,3
"776",3,2,27,1,3,2,1,1,2,2,3,4,2,4
"777",3,1,46,2,3,3,1,1,2,1,5,4,4,4
"778",3,1,47,2,2,3,1,1,1,0,4,2,4,3
"779",3,2,30,1,1,2,1,1,2,2,5,2,4,4
"780",3,1,61,2,1,3,1,1,1,0,3,3,3,4
"781",3,1,62,1,2,1,2,1,9,1,5,2,4,3
"782",3,1,50,4,2,8,1,1,1,0,5,4,8,4
"783",3,2,46,1,3,1,1,1,8,1,3,2,2,3
"784",3,1,55,2,1,2,1,1,1,0,4,2,9,9
"785",3,1,65,1,3,1,2,1,2,1,2,2,3,4
"786",3,1,67,3,1,1,1,1,8,1,2,2,2,4
"787",3,2,78,1,1,1,2,1,1,0,5,2,4,4
"788",3,1,40,2,1,1,3,1,1,0,2,2,4,4
"789",3,2,68,1,1,1,8,1,1,0,4,3,4,4
"790",3,2,43,2,1,8,3,1,2,2,2,2,2,4
"791",3,2,59,5,2,8,1,1,2,1,4,4,4,4
"792",3,2,23,2,1,2,1,1,1,0,4,4,2,2
"793",3,2,81,3,3,3,2,1,1,0,5,2,4,2
"794",3,2,32,1,1,1,3,1,1,0,2,2,4,4
"795",3,1,73,1,1,1,1,1,1,0,2,2,2,3
"796",3,1,62,2,1,2,1,1,2,1,4,2,4,3
"797",3,1,42,2,1,3,1,1,1,0,4,2,3,4
"798",3,2,60,2,1,1,8,1,1,0,5,4,4,4
"799",3,2,69,1,1,2,8,1,1,0,3,3,3,4
"800",3,1,42,2,1,1,3,1,1,0,5,4,3,4
"801",3,1,81,2,2,1,1,1,1,0,5,3,4,3
"802",3,1,22,2,1,1,3,1,2,1,4,2,4,4
"803",3,2,67,1,2,2,1,1,2,1,4,2,2,4
"804",3,1,41,1,1,2,1,1,2,2,2,2,2,3
"805",3,1,71,1,3,1,2,1,1,0,3,2,3,3
"806",3,2,54,2,3,2,1,1,2,2,4,2,3,4
"807",3,2,29,1,1,3,1,1,2,2,2,2,2,3
"808",3,1,31,1,2,3,1,1,1,0,2,2,3,4
"809",3,1,34,2,2,1,2,1,1,0,5,2,4,2
"810",3,1,29,2,1,2,1,1,2,2,4,2,4,3
"811",3,1,41,4,2,3,1,1,2,2,4,4,3,3
"812",3,2,61,2,1,2,8,1,2,2,2,2,2,4
"813",3,1,52,1,2,3,1,1,1,0,4,2,4,4
"814",4,1,58,1,1,1,3,1,1,0,3,3,2,4
"815",4,1,26,1,1,1,2,1,1,0,4,1,3,4
"816",4,1,52,2,2,3,1,2,2,2,4,2,3,3
"817",4,1,69,2,3,1,8,1,1,0,5,2,3,3
"818",4,2,55,4,1,1,1,1,1,0,2,2,2,4
"819",4,1,50,1,2,3,1,1,1,0,4,3,4,4
"820",4,2,46,2,1,1,1,1,2,1,4,2,9,9
"821",4,2,70,2,2,3,1,1,8,1,4,2,3,3
"822",4,2,55,2,1,2,3,1,1,0,2,2,2,4
"823",4,1,20,2,3,1,1,1,1,0,8,2,2,2
"824",4,2,40,1,1,2,1,1,2,2,4,2,2,3
"825",4,1,61,1,1,1,2,1,1,0,4,2,3,3
"826",4,1,33,4,8,3,1,1,2,8,2,2,2,2
"827",4,2,65,2,1,1,8,1,8,1,4,2,4,3
"828",4,2,79,2,1,2,1,1,1,0,3,3,2,4
"829",4,2,31,2,3,1,1,1,1,0,4,4,3,3
"830",4,1,20,1,2,2,1,1,2,1,4,9,3,3
"831",4,2,45,4,2,3,1,2,2,2,4,4,4,4
"832",4,2,54,2,1,1,2,1,1,0,4,2,4,4
"833",4,1,67,1,3,2,2,1,2,1,4,2,2,4
"834",4,1,69,1,3,8,1,1,2,2,4,2,9,4
"835",4,1,30,1,2,3,1,1,1,0,4,1,3,4
"836",4,1,42,4,2,3,1,1,1,0,2,2,3,4
"837",4,1,57,1,3,8,1,1,2,2,5,2,4,2
"838",4,2,40,2,3,3,3,1,1,0,4,2,3,4
"839",4,2,26,1,2,3,1,1,2,2,2,2,2,4
"840",4,2,81,2,1,2,2,1,1,0,4,2,3,3
"841",4,2,48,5,2,3,1,1,1,0,5,2,4,4
"842",4,1,53,2,1,1,8,1,1,0,4,2,2,3
"843",4,2,26,2,2,3,1,1,1,0,5,4,4,2
"844",4,2,38,2,3,2,1,1,1,0,4,2,2,3
"845",4,1,47,2,1,1,1,1,2,2,3,2,3,4
"846",4,1,75,1,1,2,2,1,1,0,3,5,3,8
"847",4,2,54,2,1,1,2,1,1,0,4,2,2,4
"848",4,2,48,2,1,1,2,1,1,0,5,4,4,4
"849",4,1,36,2,2,1,1,1,2,1,4,2,2,3
"850",4,2,64,1,1,1,2,1,1,0,4,2,3,3
"851",4,1,44,1,1,2,1,1,2,2,2,2,2,3
"852",4,2,83,1,1,2,3,1,1,0,3,2,3,2
"853",4,2,70,9,1,3,8,1,2,1,2,2,2,4
"854",4,2,36,2,1,3,1,1,2,1,2,2,3,4
"855",4,1,61,2,3,3,1,1,1,0,5,2,4,2
"856",4,2,80,2,3,2,3,1,1,0,4,2,3,3
"857",4,2,51,2,1,1,1,1,2,2,4,9,3,4
"858",4,1,61,4,2,3,1,1,2,2,3,2,8,3
"859",4,2,40,4,1,1,3,1,2,1,2,2,4,4
"860",4,2,86,1,1,1,8,1,2,1,3,4,4,3
"861",4,2,21,4,1,3,1,1,2,1,4,3,2,4
"862",4,2,60,1,3,2,1,1,1,0,5,4,4,2
"863",4,2,72,1,1,1,9,1,1,0,3,3,2,4
"864",4,1,79,2,1,1,8,1,3,1,3,2,2,4
"865",4,1,63,1,3,3,8,1,2,2,4,3,4,4
"866",4,1,50,1,1,2,1,1,8,1,2,2,3,4
"867",4,1,18,4,2,1,3,1,2,2,4,2,3,2
"868",4,1,69,9,1,3,9,1,1,0,5,2,3,3
"869",4,2,40,5,2,3,1,1,2,2,4,1,4,2
"870",4,2,65,2,3,8,1,1,1,0,4,2,2,4
"871",4,1,69,1,1,1,8,1,2,1,4,4,9,9
"872",4,1,29,2,2,3,1,1,2,2,4,3,3,3
"873",4,2,64,2,3,1,1,1,1,0,2,2,2,3
"874",4,1,36,4,2,3,1,1,2,2,5,5,3,3
"875",4,2,34,1,3,2,1,1,2,2,4,4,3,4
"876",4,2,45,2,2,3,3,9,2,2,5,5,4,3
"877",4,1,63,2,1,2,2,1,1,0,4,4,3,4
"878",4,2,46,1,1,1,2,1,2,2,4,2,3,3
"879",4,2,49,2,3,2,3,1,2,1,3,2,4,4
"880",4,2,37,1,1,1,2,1,2,1,2,4,2,4
"881",4,1,51,2,2,3,1,1,2,2,2,4,2,4
"882",4,1,52,1,1,1,1,1,1,0,4,2,3,4
"883",4,1,47,2,3,2,1,1,2,1,4,4,3,4
"884",4,1,68,1,2,1,2,1,1,0,4,2,3,3
"885",4,1,33,4,2,3,1,2,2,2,4,2,4,4
"886",4,2,37,5,9,9,3,9,9,9,9,9,8,8
"887",4,1,39,2,1,2,1,1,2,1,4,2,2,3
"888",4,1,77,1,1,8,8,1,1,0,2,2,2,2
"889",4,1,36,2,1,2,1,1,2,1,4,2,3,3
"890",4,2,55,2,1,2,8,1,1,0,2,2,2,3
"891",4,1,75,1,3,1,8,1,1,0,3,2,2,3
"892",4,2,57,2,2,2,1,1,2,2,3,2,9,3
"893",4,1,54,2,3,2,1,1,1,0,4,3,4,8
